pubblicata_da;cup;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;natura_opera;tipologia_opera_incompiuta;tipologia_cup;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_neccessari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria;causa;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;indirizzo;lat;lon
Regione del Veneto;H41B05000340007;Regionale;Comune di Breda di Piave;80006200267;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;"piruea ""ex tessitura Zangrando"": realizzazione opere di urbanizzazione (verde, parcheggi, marciapiedi e pista ciclabile)";PIRUEA ZANGRANDO: REALIZZAZIONE OPERE A SCOMPUTO ONERI URBANIZZAZIONE (PARCHEGGIO, VERDE, MARCIAPIEDI E PISTA CICLABILE);Mq;4.038,00;1;STRADALI;999;ALTRE OPERE STRADALI;45200000-9;No;463.829,28;0,00;0,00;No;null;0;null;null;463,83;0,00;Privato;Mancanza fondi,Fallimento liq. coatta;2005;30/09/2013;null;PIRUEA ZANGRANDO: REALIZZAZIONE OPERE A SCOMPUTO ONERI URBANIZZAZIONE (PARCHEGGIO, VERDE, MARCIAPIEDI E PISTA CICLABILE);VIA TRENTO E TRIESTE;45.7181357042926;12.3587532684066
Regione del Veneto;H91H12000090003;Regionale;Regione del Veneto - Direzione Infrastrutture Trasporti e Logistica - U.O. Infrastrutture Strade e Concessioni;80007580279;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Soppressione passagio a livello km 46+160 della tratta Padova-Camposampiero della linea Padova-Castelfranco del 1??? stralcio del sistema ferroviario metropolitano regionale e costruzione relativo sottopasso;SOPPRESSIONE PASSAGGIO A LIVELLO KM 46+160 DELLA TRATTA PADOVA-CAMPOSAMPIERO E REALIZZAZIONE DI UN SOTTOPASSO IN ASSE ALL'ATTUALE PASSAGGIO A LIVELLO;Ml;6.090.000,00;3;FERROVIE;31;LINEE FERROVIARIE;null;No;6.090.000,00;6.090.000,00;0,00;Si;6.090.000,00;0;N;null;6.090,00;6.090,00;Statale,Regionale;Cause tecniche;2012;14/10/2013;null;TRATTA FERROVIARIA PADOVA-CASTELFRANCO VENETO;VIA TICINO;45.4033796242734;11.8831788784145
Regione del Veneto;H41H12000070003;Regionale;Regione del Veneto - Direzione Infrastrutture Trasporti e Logistica - U.O. Infrastrutture Strade e Concessioni;80007580279;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Soppressione passaggio a livello km 3+750 tratta Padova-Camposampiero della linea Padova-Castelfranco del 1??? stralcio del sistema ferroviario metropolitano regionale e cotruzione relativo sottopasso;SOPPRESSIONE PASSAGGIO A LIVELLO KM 3+750 DELLA TRATTA CAMPOSAMPIERO-CASTELFRANCO V.TO E REALIZZAZIONE SOTTOPASSO CARRABILE NELLE ADIACENZE DELL'ATTUALE PASSAGGIO A LIVELLO;Ml;4.890.000,00;3;FERROVIE;31;LINEE FERROVIARIE;null;No;4.890.000,00;4.890.000,00;0,00;Si;4.890.000,00;0;N;null;4.890,00;4.890,00;Statale,Regionale;Cause tecniche;2012;14/10/2013;null;TRATTA FERROVIARIA PADOVA-CASTELFRANCO VENETO;VIA SANGUETTARA;45.5987241504839;11.941037008972
Regione del Veneto;H41B09001240006;Regionale;Comune di Breda di Piave;80006200267;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;"P.I.R.U.E.A. ""Antonio Basso"": demolizione di opificio industriale e realizzazione di edifici residenziali-commerciali. E' prevista la realizzazione di una pista ciclabile a carico del Comune.";REALIZZAZIONE DI PISTA CICLO PEDONALE;Ml;1.319,00;1;STRADALI;14;PISTE CICLABILI;45200000-9;No;713.000,00;713.000,00;0,00;No;null;0;N;null;713,00;713,00;Regionale,Comunale;Mancanza fondi;2009;30/09/2013;null;VIA A. DAL VESCO;VIA A. DAL VESCO;45.7181357042926;12.3587532684066
Regione Emilia-Romagna;J67J09000100005;Regionale;S.TE.P.RA. SOC. CONS. A R.L.;830680393;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;Lavori di realizzazione del PUE Bassette Ovest (RA) ??? STRALCIO A e B;LAVORI DI REALIZZAZIONE DEL PUE BASSETTE OVEST (RA) - STRALCIO A;Mq;149.157,00;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;144;INFRASTRUTTURE CIVILI PER AREE INDUSTRIALI;45230000-8;No;1.679.431,41;1.679.431,41;1.679.431,41;No;null;100;N;null;3.013,00;3.013,00;Altro;Mancanza fondi;2009;21/02/2011;null;LAVORI DI REALIZZAZIONE DEL PUE BASSETTE OVEST (RA);VIA ROMEA NORD;44.4127920936089;12.1931325799298
Regione Emilia-Romagna;H94B13000140003;Regionale;COMUNE DI SORAGNA;223170341;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI RESTAURO;Regionale;RISTRUTTURAZIONE CONVENTO DEL CARMINE;RISTRUTTURAZIONE CONVENTO DEL CARMINE;Mq;1.000,00;8;SOCIALI E SCOLASTICHE;81;EDILIZIA SOCIALE, CULTURALE E ASSISTENZIALE;null;No;450.000,00;450.000,00;450.000,00;No;null;100;N;null;2.868,90;1.265,00;Altro,Privato;Mancanza fondi;2013;30/09/2013;null;RISTRUTTURAZIONE CONVENTO DEL CARMINE;PIAZZA CADUTI VIA FANI;44.9377024702373;10.138566079606
Regione Emilia-Romagna;J87D06000040007;Regionale;S.TE.P.RA. SOC. CONS. A R.L.;830680393;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;OPERE DI URBANIZZAZIONE DELL???AREA A DESTINAZIONE PRODUTTIVA SITA A LUGO (RA), S.P. QUARANTOLA;OPERE DI URBANIZZAZIONE DELL???AREA A DESTINAZIONE PRODUTTIVA SITA A LUGO (RA), S.P. QUARANTOLA;Mq;74.100,00;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;999;ALTRE INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;45230000-8;No;692.245,34;692.245,34;692.245,34;No;null;100;N;null;754,57;754,57;Altro;Mancanza fondi;2006;11/12/2006;null;null;null;44.4127920936089;12.1931325799298
Regione Emilia-Romagna;J97D06000040007;Regionale;S.TE.P.RA. SOC. CONS. A R.L.;830680393;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;LAVORI DI URBANIZZAZIONE DELL'AREA DESTINATA A NUOVI INSEDIAMENTI PRODUTTIVI SITA NEL COMUNE DI RIOLO TERME, VIA BOLOGNA;LAVORI DI URBANIZZAZIONE DELL'AREA DESTINATA A NUOVI INSEDIAMENTI PRODUTTIVI SITA NEL COMUNE DI RIOLO TERME, VIA BOLOGNA;Mq;31.230,00;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;999;ALTRE INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;45230000-8;No;384.998,02;384.998,02;384.998,02;No;null;100;N;null;417,58;417,58;Altro;Mancanza fondi;2006;14/12/2006;null;null;null;44.2765994718364;11.7021452270068
Regione Emilia-Romagna;E98G11000700001;Regionale;Regione Emilia-Romagna Servizio Tecnico Bacino Reno;80062590379;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;MANUTENZIONE ORDINARIA;Regionale;CUP E98G1100070001 -  CIG 3250656E2D - O.P.C.M. 3850/2010 ??? Cod. 06164 ??? Comune di Sasso Marconi - Lavori urgenti per un primo consolidamento dei due tronconi laterali dell???opera idraulica sul Fiume Reno in localit??? Palazzo dei Rossi.;CONSOLIDAMENTI STRUTTURALI DELL'OPERA IDRAULICA,;Ml;160,00;5;DIFESA DEL SUOLO;121;DIFESA DEL SUOLO E REGIMAZIONE ACQUE;null;No;293.753,85;293.753,85;202.715,91;No;null;69,01;N;null;300,00;300,00;Statale;Fallimento liq. coatta;2011;26/08/2011;null;COMUNE DI SASSO MARCONI - LAVORI URGENTI PER UN PRIMO CONSOLIDAMENTO DEI DUE TRONCONI LATERALI DELL'OPERA IDRAULICA SUL FIUME RENO IN LOCALIT??? PALAZZO DEI ROSSI.;LOCALIT??? PALAZZO DEI ROSSI;44.4065900914886;11.2421410673326
Regione Emilia-Romagna;C71C99000000001;Regionale;FERROVIE EMILIA ROMAGNA S.R.L.;2080471200;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;INTERVENTI PER LA REALIZZAZIONE DEL NUOVO ASSETTO DEI TRASPORTI FERROVIARI IN COMUNE DI FERRARA E DI UN COLLEGAMENTO DIRETTO TRA LE LINEE FERROVIARIE RIMINI-FERRARA E SUZZARA-FERRARA. 1??? STRALCIO-2??? LOTTO;INTERVENTI PER LA REALIZZAZIOEN DEL NUOVO ASSETTO DEI TRASPORTI FERROVIARI IN COMUNE DI FERRARA E COLLEGAMENTO DIRETTO DELLE LINEE FERROVIARIE RIMINI-FERRARA E SUZZARA-FERRARA: 1??? STRALCIO-2??? LOTTO;Ml;6.290,00;3;FERROVIE;31;LINEE FERROVIARIE;45234129-6;No;55.900.000,00;46.644.345,79;13.573.546,86;No;null;29,1;N;null;41,86;41,86;Statale,Comunale,Altro;Fallimento liq. coatta;1999;28/11/2008;null;LINEE FERROVIARIE: FERRARA-CODIGORO SUZZARA-FERARRA RIMINI-FERRARA;COMUNE DI FERRARA;44.8228610600666;11.6492201218158
Regione Emilia-Romagna;C92F14000220002;Regionale;COMUNE DI CARPI;184280360;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;RESTAURO;Regionale;"Progetto A4 n. 238/14 ""Interventi locali di consolidamento statico/sismico del Teatro Comunale (a completamento degli interventi di miglioramento post-sisma 2012)"".";TEATRO COMUNALE-INTERVENTO DI RIPRISTINO A SEGUITO DEL SISMA 2012.;Mc;16.600,00;12;SPORT, SPETTACOLO E TEMPO LIBERO;100;TEATRI ED ALTRE STRUTTURE PER LO SPETTACOLO;45200000-9;No;300.000,00;192.736,43;52.128,10;No;null;27,05;N;null;300,00;300,00;Regionale;Cause tecniche;2014;24/06/2014;null;INTERVENTO DI RIPRISTINO A SEGUITO DEL SISMA 2012. TEATRO COMUNALE;PIAZZA MARTIRI;44.8016032572005;10.8925453696168
Regione Emilia-Romagna;B79J09003840001;Regionale;COMUNE TREDOZIO;695070409;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;RECUPERO;Regionale;RESTAURO E LA VALORIZZAZIONE DELL???EX MONASTERO DELLA SS.ANNUNZIATA;RESTAURO E LA VALORIZZAZIONE DELL?EX MONASTERO DELLA SS.ANNUNZIATA;Mq;14.500,00;11;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;999;ALTRE OPERE PER LA FRUIZIONE DI BENI CULTURALI;null;No;8.204.449,97;3.500.000,00;1.262.801,22;Si;4.704.449,97;15,39;null;null;8.204,45;7.454,45;Statale,Regionale,Privato;Mancanza fondi;2009;31/03/2017;null;RESTAURO E LA VALORIZZAZIONE DELL?EX MONASTERO DELLA SS.ANNUNZIATA;VIA CONVENTO 38/40;44.0623517187474;11.7504966355971
Regione Emilia-Romagna;D24F10000020004;Regionale;COMUNE DI CESENATICO;220600407;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;RESTAURO;Regionale;Recupero antico lavatoio di via Cecchini;LAVORI PER IL RECUPERO DELL'ANTICO LAVATOIO;Mq;709.578,21;12;SPORT, SPETTACOLO E TEMPO LIBERO;100;TEATRI ED ALTRE STRUTTURE PER LO SPETTACOLO;45400000-1;No;1.000.000,00;898.362,23;715.258,70;No;null;79,62;N;null;1.000,00;1.000,00;Comunale;Cause tecniche;2010;22/12/2010;null;LAVORI PER IL RECUPERO DELL???ANTICO LAVATOIO;VIA CECCHINI;44.1758423080421;12.3800903795087
Regione Emilia-Romagna;J14B08000040006;Regionale;COMUNE DI CASTELFRANCO EMILIA;172960361;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RESTAURO;Regionale;Interventi di restauro conservativo a Villa Sorra - Villa;RESTAURO CONSERVATIVO A VILLA SORRA;Mc;14.000,00;11;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;96;RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI;45454000-4;No;500.000,00;232.504,00;140.171,83;null;null;60,29;N;null;500,00;500,00;Regionale,Comunale;Cause tecniche,Soprav. Nuove norme;2008;12/12/2008;null;VILLA SORRA;CASTELFRANCO EMILIA;44.5981887792434;11.0727949514987
Regione Emilia-Romagna;C99B11000000007;Regionale;Comune di Rimini;304260409;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Nazionale;Concessione di lavori pubblici di cui all'art. 143 del D.Lgs. 163/2006 e smi avente per oggetto la progettazione definitiva, esecutiva, realizzazione e gestione del centro sportivo per il gioco del calcio nell'area Ghigi;REALIZZAZIONE CENTRO SPORTIVO PER IL GIOCO DEL CALCIO;Mq;101.313,00;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;null;No;3.814.400,00;4.730.000,00;2.521.813,12;Si;3.418.261,41;30,95;N;null;4.814,00;0,00;Privato;Fallimento liq. coatta;2011;18/02/2011;null;CENTRO SPORTIVO PER IL GIOCO DEL CALCIO NELL'AREA GHIGI;VIA MONTEVECCHIO;44.0389202142901;12.5305561697691
Regione Emilia-Romagna;H62I10000110005;Regionale;COMUNE DI FONTANELLATO;227430345;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RECUPERO;Regionale;Concessione di costruzione e gestione relativa al ???Programma di riqualificazione urbana ???Il Listone???;"CONCESSIONE DI COSTRUZIONE E GESTIONE PER LAVORI DI RECUPERO EDIFICIO ""IL LISTONE"" PER LA REALIZZAZIONE DI N. 12 ALLOGGI A CANONE SOSTENIBILE, ATTIVITA' COMMERCIALE E SPAZI AD USO PUBBLICO";Mq;4.580.000,00;11;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;96;RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI;45454100-5;No;4.580.000,00;3.700.000,00;553.166,15;Si;0;14,95;N;null;4.580,00;1.720,90;Statale,Regionale,Comunale,Privato;Mancanza fondi,Fallimento liq. coatta;2010;25/10/2010;null;"EX MUNICIPIO - EDIFICIO DENOMINATO ""IL LISTONE""";VIA COSTA;44.880880000466;10.1643313588156
Regione Emilia-Romagna;J67J09000100005;Regionale;S.TE.P.RA. SOC. CONS. A R.L.;830680393;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;PUE Bassette Ovest (RA) - Stralcio A e B Fornitura e posa di conglomerati bituminosi seconda fase;LAVORI DI REALIZZAZIONE DEL PUE BASSETTE OVEST (RA) ? STRALCIO A;Mq;16.800,00;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;144;INFRASTRUTTURE CIVILI PER AREE INDUSTRIALI;null;No;335.712,02;335.712,02;72.967,84;Si;262.744,18;12,19;N;null;3.013,00;3.013,00;Altro;Mancanza fondi;2009;21/02/2011;null;LAVORI DI REALIZZAZIONE DEL PUE BASSETTE OVEST (RA);VIA ROMEA NORD;44.4127920936089;12.1931325799298
Regione Emilia-Romagna;G39C09000370008;Regionale;ACER AZIENDA CASA EMILIA ROMAGNA PROVINCIA DI BOLOGNA;322270372;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI RESTAURO;Regionale;LOTTI 957/RI E 958/R*VIA SERRA 28,30,32,34 VIA ALBANI 6 VIA DI VINCENZO 31* RESTAURO E RISANAMENTO CONSERVATIVO DI N. 38 ALLOGGI NEL QUARTIERE NAVILE - ZONA BOLOGNINA;RESTAURO E RISANAMENTO CONSERVATIVO DI N. 38 ALLOGGI NEL QUARTIERE NAVILE - ZONA BOLOGNINA;Mq;4.231,00;10;ABITATIVE;103;FABBRICATI RESIDENZIALI URBANI;null;No;6.396.120,10;3.504.785,03;275.281,50;No;null;7,85;N;null;7.968,00;5.752,11;Statale,Privato;Cause tecniche;2009;03/11/2010;null;LOTTI 957/RI E 958/R;VIA SERRA 28,30,32,34 VIA ALBANI 6 VIA DI VINCENZO 31;44.4979958900553;11.3334199534078
Regione Emilia-Romagna;I95I07000050004;Regionale;COMUNE DI PARMA;162210348;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;RECUPERO AREA EX MACELLO RICOMPRESA TRA VIALE TANARA E VIALE MENTANA - 2??? STRALCIO - TEATRO DEI DIALETTI - IMPIANTI SPECIALI;RECUPERO AREA EX MACELLO RICOMPRESA TRA VIALE TANARA E VIALE MENTANA - TEATRO DEI DIALETTI .OPERE DI COMPLETAMENTO E IMPIANTI;Mq;218.000,00;12;SPORT, SPETTACOLO E TEMPO LIBERO;100;TEATRI ED ALTRE STRUTTURE PER LO SPETTACOLO;null;No;218.000,00;198.050,00;0,00;Si;200.000,00;0;N;null;2.500,00;2.500,00;Comunale;Mancanza fondi;2007;19/11/2007;null;TEATRO DEI DIALETTI;VIALE MENTANA;44.7936737556285;10.3275896929393
Regione Friuli-Venezia Giulia;i13d08000000007;Regionale;comune di arba;81000590935;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;RISTRUTTURAZIONE;Regionale;lavori di ristrutturazione con adeguamento alle normative dell'edificio scuole elementari G. Marconi del capoluogo I??? lotto;LAVORI DI RISTRUTTURAZIONE CON ADEGUAMENTO ALLE NORMATIVE DELL' EDIFICIO SCOLASTICO SCUOLE ELEMENTARI G. MARCONI DEL CAPOLUOGO - I??? LOTTO;Mc;4.471,51;8;SOCIALI E SCOLASTICHE;86;EDILIZIA SCOLASTICA;null;No;398.648,00;308.800,45;308.800,45;null;null;100;N;null;399,00;399,00;Statale,Regionale,Comunale;Mancanza fondi;2008;30/01/2008;null;SCUOLA ELEMENTARE G. MARCONI DEL CAPOLUOGO;VIA PASCOLI;46.1465502777373;12.7992643922743
Regione Friuli-Venezia Giulia;I13G01000010007;Regionale;COMUNE DI SAN GIOVANNI AL NATISONE (OPERE REALIZZATE DA PRIVATI A SCOMPUTO);80010450304;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;"Opere di urbanizzazione primaria di cui al PRPC di iniziativa privata denominato ""lottizzazione Aurora""";"OPERE DI URBANIZZAZIONE DI CUI AL PRPC DI INIZIATIVA PRIVATA DENOMINATO ""LOTTIZZAZIONE AURORA""";Mq;7.916,24;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;998;ALTRE INFRASTRUTTURE;45000000-7;No;146.327,14;146.327,14;132.354,92;Si;13.972,22;82,57;null;null;146,33;0,00;Privato;Mancanza fondi;2001;26/03/2014;null;"OPERE DI URBANIZZAZIONE DI CUI AL PRPC DI INIZIATIVA PRIVATA DENOMINATO ""LOTTIZZAZIONE AURORA""";VIA MARIANA;45.9645012778191;13.408009827267
Regione Lazio - Osservatorio Regionale Contratti Pubblici;I26G07000300006;Regionale;COMUNE DI GALLICANO NEL LAZIO;2373400585;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;LAVORI DI AMPLIAMENTO DELLA SEDE STRADALE E COMPLETAMENTO MARCIAPIEDI VIALE ALDO MORO;AMPLIAMENTO DELLA SEDE STRADALE E COMPLETAMENTO MARCIAPIEDI VIALE ALDO MORO;Ml;160,00;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;45200000-9;No;206.528,76;119.421,83;91.635,47;No;null;76,73;N;null;206,58;206,58;Regionale,Comunale;Fallimento liq. coatta;2007;03/06/2009;null;MARCIAPIEDI VIALE ALDO MORO;VIALE ALDO MOTO;41.882698509217;12.7908798260632
Regione Friuli-Venezia Giulia;F27E03000010002;Regionale;Comune di Gorizia -;122500317;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;LAVORI DI REALIZZAZIONE DELL'ACCESSO DIRETTO AL BORGO CASTELLO E DI RIQUALIFICAZIONE DELLA PIAZZA VITTORIA. STRALCIO ESECUTIVO. OPERE PER LA RISALITA E GALLERIA BOMBI;Lavori di realizzazione dell'accesso diretto dal centro urbano al borgo castello - opere per la risalita;Mq;12.000,00;99;ALTRI SERVIZI PER LA COLLETTIVITA';999;ALTRI SERVIZI PER LA COLLETTIVITA';null;No;8.196.443,90;2.823.913,14;2.799.963,59;Si;951.492,30;74,16;null;null;8.310,00;8.310,00;Regionale;Cause tecniche,Fallimento liq. coatta;2003;03/11/2004;null;null;null;45.9440575990593;13.598648864734
Regione Friuli-Venezia Giulia;B73B08000150006;Regionale;COMUNE DI SAN QUIRINO;80001210931;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RISTRUTTURAZIONE;Regionale;RISTRUTTURAZIONE DEL CENTRO DI DOCUMENTAZIONE E CATALOGAZIONE MAGREDI DI PROPRIETA' DEL COMUNE DI SAN QUIRINO - 1??? lotto;RISTRUTTURAZIONE;Mq;1.200,53;8;SOCIALI E SCOLASTICHE;81;EDILIZIA SOCIALE, CULTURALE E ASSISTENZIALE;null;No;2.000.000,00;1.477.000,00;628.953,28;No;null;42,58;N;null;2.000,00;2.000,00;Regionale,Comunale;Soprav. Nuove norme;2008;19/02/2009;null;CENTRO DI DOCUMENTAZIONE E CATALOGAZIONE DEI MAGREDI, DI PROPRIETA' DEL COMUNE DI SAN QUIRINO;VIA MOLINO DI SOTTO 41 - COMUNE DI SAN QUIRINO;46.0047563355813;12.7285505330783
Regione Lazio - Osservatorio Regionale Contratti Pubblici;B55G09000070002;Regionale;COMUNE DI GENZANO DI ROMA;2242320584;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;"Centro culturale ""C. Levi""";COMPLETAMENTO 12? LOTTO;Mc;9.687,00;12;SPORT, SPETTACOLO E TEMPO LIBERO;100;TEATRI ED ALTRE STRUTTURE PER LO SPETTACOLO;null;No;688.903,60;496.945,23;496.945,23;No;null;100;N;null;496,94;496,94;Regionale;Mancanza fondi,Cause tecniche;2009;13/11/2009;null;CENTRO CULTURALE C. LEVI;VIA MAZZINI, 12;41.6765955670789;12.7066886391481
Regione Lazio - Osservatorio Regionale Contratti Pubblici;I25C04000010006;Regionale;COMUNE DI GALLICANO NEL LAZIO;2373400585;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;LAVORI DI AMPLIAMENTO E COMPLETAMENTO DELLA SEDE COMUNALE;LAVORI DI COMPLETAMENTO E AMPLIAMENTO DELLA SEDE COMUNALE;Mq;1.000.000,00;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;998;ALTRE INFRASTRUTTURE;45400000-1;No;230.781,91;230.781,91;230.781,91;No;null;100;N;null;333,00;333,00;Regionale,Comunale;Mancanza fondi;2004;22/03/2007;null;SEDE COMUNALE DI VIA TRE NOVEMBRE;VIA TRE NOVEMBRE;41.882698509217;12.7908798260632
Regione Lazio - Osservatorio Regionale Contratti Pubblici;B13J08000060006;Regionale;Comune di Palombara Sabina;998690580;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;REALIZZAZIONE IMPIANTO DI DEPURAZIONE DEI LIQUAMI CIVILI NELLA FRAZIONE DI CRETONE;REALIZZAZIONE;Mq;550,00;10;OPERE DI SMALTIMENTO REFLUI E RIFIUTI;109;IMPIANTI DEPURAZIONE ACQUE;null;No;591.471,92;407.083,86;390.044,17;No;null;95,81;N;null;591,47;591,47;Regionale,Comunale;Cause tecniche;2008;27/02/2009;null;IMPIANTO DI DEPURAZIONE;VIA MOLACCIA - FRAZIONE DI CRETONE;42.0806546574927;12.7459842489469
